"Crowdsourced data on dried cannabis prices, use, and consumption",,,,,,,,
"The application was launched January 25, 2018. Data are being collected continuously and will be made available as new information comes in.",,,,,,,,
Submission Date,Price,Quantity (grams),Quality,City (Census subdivision),Province,Primary Reason,Usage,Average Monthly Consumption (grams)
08/02/2018,7.142857143,14,High,Guelph,ON,Use recreationally,,0
08/02/2018,8.571428571,7,High,Guelph,ON,Use recreationally,,0
08/02/2018,5.535714286,28,High,Guelph,ON,Use recreationally,,0
08/02/2018,5,28,Medium,Guelph,ON,Use recreationally,Daily,1
08/02/2018,8.571428571,3.5,High,Guelph,ON,Use recreationally,A few times per week,2
08/02/2018,6.071428571,28,Medium,Guelph,ON,Medicate without a medical document,A few times per month,3
08/02/2018,10,1,High,Guelph,ON,Medicate without a medical document,A few times per month,3
08/02/2018,10,1,Medium,Oakville,ON,Use recreationally,A few times per month,3
08/02/2018,3.111111111,225,High,Hamilton,ON,Medicate without a medical document,Daily,1
08/02/2018,8.571428571,7,Medium,Hamilton,ON,Use recreationally,Daily,1
08/02/2018,7.142857143,7,Medium,Hamilton,ON,Use recreationally,Daily,19
08/02/2018,6.428571429,28,High,Hamilton,ON,Use recreationally,Daily,1
08/02/2018,8.571428571,14,High,Hamilton,ON,Use recreationally,Daily,1
08/02/2018,3.571428571,28,High,Hamilton,ON,Use recreationally,Daily,1
08/02/2018,8.571428571,3.5,High,Hamilton,ON,Use recreationally,Daily,1
08/02/2018,6.428571429,28,High,Hamilton,ON,Use recreationally,Daily,35
08/02/2018,6,1,High,Hamilton,ON,Medicate without a medical document,A few times per week,2
08/02/2018,8.571428571,7,Medium,Hamilton,ON,Use recreationally,A few times per week,2
08/02/2018,5.178571429,28,High,Hamilton,ON,Use recreationally,A few times per week,2
08/02/2018,10,1,Medium,Hamilton,ON,Use recreationally,A few times per month,0.2
08/02/2018,6,1,High,Pelham,ON,Medicate with a medical document,Daily,1
08/02/2018,6.785714286,28,Medium,Welland,ON,Use recreationally,,0
08/02/2018,5.714285714,28,,Welland,ON,Medicate with a medical document,Daily,1
08/02/2018,6.785714286,28,Medium,Welland,ON,Use recreationally,Daily,1
08/02/2018,6.428571429,7,Medium,Welland,ON,Use recreationally,A few times per week,2
08/02/2018,8.571428571,3.5,Medium,Niagara Falls,ON,Medicate without a medical document,Daily,1
08/02/2018,7,1,High,Niagara-On-The-Lake,ON,Use recreationally,,0
08/02/2018,7,1,High,Niagara-On-The-Lake,ON,Medicate without a medical document,Daily,1
08/02/2018,3.571428571,28,High,St. Catharines,ON,Medicate without a medical document,Daily,56
08/02/2018,3.571428571,7,Medium,St. Catharines,ON,Use recreationally,Daily,1
08/02/2018,8.571428571,3.5,High,St. Catharines,ON,Medicate without a medical document,A few times a year,5
08/02/2018,4.464285714,28,Medium,Haldimand County,ON,Medicate without a medical document,Daily,60
08/02/2018,7.857142857,7,High,Brantford,ON,Medicate without a medical document,Daily,1
08/02/2018,7.142857143,7,Medium,Brantford,ON,Use recreationally,Daily,1
08/02/2018,6.428571429,28,High,Brantford,ON,Use recreationally,Daily,1
08/02/2018,10,1,Medium,Brantford,ON,Use recreationally,A few times a year,5
08/02/2018,7.142857143,28,High,Cambridge,ON,Use recreationally,Daily,1
08/02/2018,8.214285714,28,Medium,Cambridge,ON,Use recreationally,A few times per week,2
08/02/2018,8.571428571,7,High,Kitchener,ON,Medicate with a medical document,Daily,1
08/02/2018,4.285714286,28,Medium,Kitchener,ON,Medicate without a medical document,Daily,1
08/02/2018,3.571428571,28,Medium,Kitchener,ON,Use recreationally,Daily,1
08/02/2018,3.571428571,7,High,Kitchener,ON,Use recreationally,Daily,56
08/02/2018,5,28,High,Kitchener,ON,Use recreationally,Daily,1
08/02/2018,5.357142857,28,High,Kitchener,ON,Medicate without a medical document,A few times per week,2
08/02/2018,4,1,High,Kitchener,ON,Use recreationally,A few times per week,2
08/02/2018,7.142857143,7,Medium,Kitchener,ON,Use recreationally,A few times per month,3
08/02/2018,5.714285714,14,High,Kitchener,ON,Use recreationally,A few times per month,3
08/02/2018,4.285714286,28,High,Waterloo,ON,Use recreationally,Daily,1
08/02/2018,9.285714286,7,High,Waterloo,ON,Medicate without a medical document,A few times per week,5
08/02/2018,5.714285714,28,High,Waterloo,ON,Use recreationally,A few times per week,2
08/02/2018,10,1,Medium,Waterloo,ON,Use recreationally,A few times per month,3
08/02/2018,5.5,1,High,Waterloo,ON,Use recreationally,A few times a year,5
08/02/2018,4.285714286,28,High,Stratford,ON,Medicate without a medical document,Daily,1
08/02/2018,7.142857143,7,High,Stratford,ON,Use recreationally,Daily,1
08/02/2018,5,100,High,St. Thomas,ON,Medicate with a medical document,Daily,100
08/02/2018,6.428571429,28,Medium,Windsor,ON,Medicate without a medical document,Daily,112
08/02/2018,8.928571429,28,High,Windsor,ON,Medicate without a medical document,Daily,112
08/02/2018,5,1,Medium,London,ON,Use recreationally,,0
08/02/2018,7.142857143,3.5,Medium,London,ON,Use recreationally,,0
08/02/2018,6.071428571,28,High,London,ON,Use recreationally,,0
08/02/2018,7.142857143,28,High,London,ON,Medicate with a medical document,Daily,1
08/02/2018,7.142857143,7,High,London,ON,Medicate without a medical document,Daily,1
08/02/2018,5.714285714,7,Medium,London,ON,Use recreationally,Daily,1
08/02/2018,5.357142857,28,Medium,London,ON,Use recreationally,Daily,1
08/02/2018,10,14,Medium,London,ON,Use recreationally,Daily,1
08/02/2018,7.142857143,14,Medium,London,ON,Use recreationally,Daily,56
08/02/2018,8.571428571,7,High,London,ON,Use recreationally,Daily,1
08/02/2018,4.285714286,7,High,London,ON,Use recreationally,Daily,1
08/02/2018,7.142857143,28,High,London,ON,Use recreationally,Daily,1
08/02/2018,8.571428571,14,High,London,ON,Medicate without a medical document,A few times per week,2
08/02/2018,4.285714286,28,High,London,ON,Use recreationally,A few times per week,2
08/02/2018,10,2,Medium,London,ON,Use recreationally,A few times per month,3
08/02/2018,6.428571429,28,High,Lucan Biddulph,ON,Use recreationally,,0
08/02/2018,7.142857143,28,Medium,Owen Sound,ON,Medicate without a medical document,Daily,1
08/02/2018,4.035714286,28,Medium,Owen Sound,ON,Use recreationally,Daily,1
08/02/2018,5.714285714,28,High,Owen Sound,ON,Use recreationally,Daily,1
08/02/2018,2.5,14,High,Owen Sound,ON,Medicate without a medical document,A few times per week,2
08/02/2018,10,1,Medium,Barrie,ON,Medicate with a medical document,,0
08/02/2018,7.142857143,7,High,Barrie,ON,Medicate without a medical document,Daily,1
08/02/2018,7.857142857,28,High,Barrie,ON,Use recreationally,Daily,1
08/02/2018,7.142857143,28,High,Barrie,ON,Use recreationally,Daily,0
08/02/2018,7.2,1,High,Barrie,ON,Use recreationally,Daily,1
08/02/2018,7,1,High,Barrie,ON,Use recreationally,Daily,56
08/02/2018,7.2,5,High,Barrie,ON,Medicate with a medical document,A few times per month,3
08/02/2018,6.071428571,28,High,Barrie,ON,Use recreationally,A few times per month,3
08/02/2018,5.357142857,28,High,Orillia,ON,Medicate with a medical document,Daily,112
08/02/2018,4.285714286,28,Low,Huntsville,ON,Use recreationally,,0
08/02/2018,3.333333333,30,High,Renfrew,ON,Medicate without a medical document,Daily,60
08/02/2018,5,14,High,Powassan,ON,Use recreationally,A few times per week,2
08/02/2018,5,28,Medium,Espanola,ON,Use recreationally,A few times per week,2
08/02/2018,6.428571429,14,Medium,Greater Sudbury / Grand Sudbury,ON,Medicate without a medical document,Daily,1
08/02/2018,3.214285714,28,Medium,Greater Sudbury / Grand Sudbury,ON,Use recreationally,Daily,1
08/02/2018,5.714285714,7,Medium,Greater Sudbury / Grand Sudbury,ON,Use recreationally,A few times per week,2
08/02/2018,8.571428571,7,High,Greater Sudbury / Grand Sudbury,ON,Use recreationally,A few times per week,2
08/02/2018,6.666666667,21,High,Flying Post 73,ON,Medicate without a medical document,Daily,56
08/02/2018,10.71428571,28,High,Thunder Bay,ON,Medicate with a medical document,Daily,56
08/02/2018,10,14,Medium,Thunder Bay,ON,Medicate without a medical document,Daily,1
08/02/2018,7.142857143,14,High,Thunder Bay,ON,Medicate without a medical document,Daily,1
08/02/2018,7.142857143,28,High,Thunder Bay,ON,Use recreationally,Daily,34
08/02/2018,7.142857143,3.5,High,Thunder Bay,ON,Use recreationally,A few times per week,2
08/02/2018,10.85714286,3.5,High,Thunder Bay,ON,Use recreationally,A few times per week,2
08/02/2018,8.571428571,7,High,Thunder Bay,ON,Use recreationally,A few times a year,5
08/02/2018,10,4,Medium,"Thunder Bay, Unorganized",ON,Use recreationally,A few times per week,2
08/02/2018,20,1,Medium,Kenora,ON,Use recreationally,Daily,1
08/02/2018,5,1,High,Dryden,ON,Medicate with a medical document,A few times per month,3
08/02/2018,20,1,High,Sioux Lookout,ON,Use recreationally,A few times per month,3
08/02/2018,5,1,High,Brandon,MB,Use recreationally,A few times a year,0.2
08/02/2018,5,1,High,Winnipeg,MB,Medicate without a medical document,,0
08/02/2018,7.142857143,28,Medium,Winnipeg,MB,Use recreationally,,0
08/02/2018,6,1,Medium,Winnipeg,MB,Medicate without a medical document,Daily,1
08/02/2018,3.571428571,28,Medium,Winnipeg,MB,Medicate without a medical document,Daily,1
08/02/2018,8.571428571,7,Medium,Winnipeg,MB,Medicate without a medical document,Daily,1
08/02/2018,3.571428571,14,Medium,Winnipeg,MB,Medicate without a medical document,Daily,1
08/02/2018,5.357142857,28,High,Winnipeg,MB,Medicate without a medical document,Daily,140
08/02/2018,7.142857143,7,High,Winnipeg,MB,Medicate without a medical document,Daily,0
08/02/2018,4.821428571,28,High,Winnipeg,MB,Medicate without a medical document,Daily,1
08/02/2018,4.6875,112,High,Winnipeg,MB,Medicate without a medical document,Daily,1
08/02/2018,4.910714286,112,High,Winnipeg,MB,Medicate without a medical document,Daily,1
08/02/2018,4.464285714,28,High,Winnipeg,MB,Medicate without a medical document,Daily,1
08/02/2018,5.714285714,7,High,Winnipeg,MB,Medicate without a medical document,Daily,1
08/02/2018,10,1,High,Winnipeg,MB,Use recreationally,A few times per week,2
08/02/2018,6.428571429,7,High,Winnipeg,MB,Use recreationally,A few times per week,2
08/02/2018,6.428571429,7,High,Winnipeg,MB,Use recreationally,A few times per week,2
08/02/2018,4.285714286,3.5,Medium,Winnipeg,MB,Medicate without a medical document,A few times per month,3
08/02/2018,10,1,Medium,Winnipeg,MB,Use recreationally,A few times per month,3
08/02/2018,10,1,Medium,Winnipeg,MB,Use recreationally,A few times per month,3
08/02/2018,5.857142857,7,Medium,Winnipeg,MB,Use recreationally,A few times per month,3
08/02/2018,5.714285714,28,Medium,Regina,SK,Use recreationally,,0
08/02/2018,8,1,High,Regina,SK,Medicate with a medical document,Daily,1
08/02/2018,8.571428571,7,Low,Regina,SK,Medicate without a medical document,A few times per week,2
08/02/2018,10,1,Medium,Regina,SK,Use recreationally,A few times a year,0.01
08/02/2018,7.142857143,7,,Saskatoon,SK,Use recreationally,,0
08/02/2018,5.714285714,28,High,Saskatoon,SK,Use recreationally,,0
08/02/2018,5,7,Medium,Saskatoon,SK,Medicate with a medical document,Daily,48
08/02/2018,10.25,20,High,Saskatoon,SK,Medicate with a medical document,Daily,1
08/02/2018,8.571428571,3.5,High,Saskatoon,SK,Medicate with a medical document,Daily,1
08/02/2018,8.571428571,7,Medium,Saskatoon,SK,Medicate without a medical document,Daily,1
08/02/2018,6.428571429,28,High,Saskatoon,SK,Medicate without a medical document,Daily,160
08/02/2018,8.571428571,7,Medium,Saskatoon,SK,Medicate without a medical document,A few times per week,2
08/02/2018,10.71428571,28,Medium,Saskatoon,SK,Use recreationally,A few times per month,3
08/02/2018,3.571428571,28,High,Prince Albert,SK,Use recreationally,Daily,1
08/02/2018,5.714285714,14,Medium,Lethbridge,AB,Medicate without a medical document,Daily,80
08/02/2018,5,28,Medium,Lethbridge,AB,Medicate without a medical document,Daily,1
08/02/2018,4.642857143,28,High,Lethbridge,AB,Medicate without a medical document,Daily,1
08/02/2018,5,1,High,Lethbridge,AB,Use recreationally,Daily,1
08/02/2018,8.571428571,3.5,High,Calgary,AB,Medicate without a medical document,,0
08/02/2018,5.714285714,3.5,High,Calgary,AB,Use recreationally,,0
08/02/2018,9,10,High,Calgary,AB,Medicate with a medical document,Daily,40
08/02/2018,7.142857143,28,High,Calgary,AB,Medicate with a medical document,Daily,1
08/02/2018,6.428571429,28,Medium,Calgary,AB,Medicate without a medical document,Daily,48
08/02/2018,4.857142857,3.5,High,Calgary,AB,Medicate without a medical document,Daily,1
08/02/2018,8,1,High,Calgary,AB,Medicate without a medical document,Daily,1
08/02/2018,8.571428571,28,Medium,Calgary,AB,Use recreationally,Daily,1
08/02/2018,5.357142857,28,Medium,Calgary,AB,Use recreationally,Daily,1
08/02/2018,5,14,Medium,Calgary,AB,Use recreationally,Daily,1
08/02/2018,6.25,28,Medium,Calgary,AB,Use recreationally,Daily,1
08/02/2018,5.357142857,28,Medium,Calgary,AB,Use recreationally,Daily,1
08/02/2018,6.428571429,14,High,Calgary,AB,Use recreationally,Daily,1
08/02/2018,6.428571429,28,High,Calgary,AB,Use recreationally,Daily,1
08/02/2018,7.142857143,28,High,Calgary,AB,Use recreationally,Daily,1
08/02/2018,5.357142857,28,High,Calgary,AB,Use recreationally,Daily,35
08/02/2018,7.142857143,28,High,Calgary,AB,Use recreationally,Daily,1
08/02/2018,4.285714286,7,High,Calgary,AB,Use recreationally,A few times per week,2
08/02/2018,5,28,High,Calgary,AB,Use recreationally,A few times per week,2
08/02/2018,5.714285714,7,High,Calgary,AB,Use recreationally,A few times per week,2
08/02/2018,7.142857143,28,High,Calgary,AB,Use recreationally,A few times per week,2
08/02/2018,7.142857143,28,High,Calgary,AB,Use recreationally,A few times per week,2
08/02/2018,7.142857143,7,High,Calgary,AB,Use recreationally,A few times per week,2
08/02/2018,9.4,10,High,Calgary,AB,Medicate with a medical document,A few times per month,3
08/02/2018,5,1,High,Calgary,AB,Use recreationally,A few times per month,3
08/02/2018,10,1,High,Red Deer County,AB,Medicate without a medical document,Daily,1
08/02/2018,7.5,1,Medium,Leduc,AB,Medicate with a medical document,Daily,1
08/02/2018,3.535714286,28,High,Leduc,AB,Medicate without a medical document,Daily,1
08/02/2018,9,1,High,Edmonton,AB,Medicate with a medical document,,0
08/02/2018,8.571428571,7,High,Edmonton,AB,Use recreationally,,0
08/02/2018,17.14285714,3.5,High,Edmonton,AB,Use recreationally,,0
08/02/2018,5.99,1,High,Edmonton,AB,Medicate with a medical document,Daily,60
08/02/2018,6,10,High,Edmonton,AB,Medicate with a medical document,Daily,1
08/02/2018,7.142857143,28,High,Edmonton,AB,Medicate with a medical document,Daily,1
08/02/2018,6.3,10,High,Edmonton,AB,Medicate with a medical document,Daily,60
08/02/2018,3.571428571,14,High,Edmonton,AB,Medicate with a medical document,Daily,0
08/02/2018,4.821428571,14,Medium,Edmonton,AB,Medicate without a medical document,Daily,56
08/02/2018,11.42857143,3.5,High,Edmonton,AB,Medicate without a medical document,Daily,1
08/02/2018,4.6875,448,High,Edmonton,AB,Medicate without a medical document,Daily,56
08/02/2018,10,1,Medium,Edmonton,AB,Use recreationally,Daily,1
08/02/2018,7.142857143,28,High,Edmonton,AB,Use recreationally,Daily,1
08/02/2018,5,28,High,Edmonton,AB,Use recreationally,Daily,1
08/02/2018,7.142857143,28,High,Edmonton,AB,Use recreationally,Daily,56
08/02/2018,6.428571429,28,High,Edmonton,AB,Use recreationally,Daily,1
08/02/2018,9,1,High,Edmonton,AB,Use recreationally,Daily,1
08/02/2018,8.571428571,14,Medium,Edmonton,AB,Medicate with a medical document,A few times per week,2
08/02/2018,8.571428571,14,Medium,Edmonton,AB,Use recreationally,A few times per week,2
08/02/2018,10,1,High,Edmonton,AB,Use recreationally,A few times per week,2
08/02/2018,7,1,High,Edmonton,AB,Use recreationally,A few times per week,2
08/02/2018,6,5,Medium,Edmonton,AB,Use recreationally,A few times per month,3
08/02/2018,10,1,Medium,Edmonton,AB,Use recreationally,A few times a year,5
08/02/2018,7.142857143,28,Medium,Whitecourt,AB,Medicate without a medical document,Daily,1
08/02/2018,7.142857143,7,High,Cranbrook,BC,Use recreationally,A few times per month,3
08/02/2018,6.607142857,28,High,Invermere,BC,Medicate without a medical document,A few times per week,2
08/02/2018,8.571428571,7,High,Creston,BC,Use recreationally,Daily,1
08/02/2018,10,1,High,Nelson,BC,Medicate with a medical document,A few times per week,2
08/02/2018,5.357142857,28,High,Penticton,BC,Use recreationally,Daily,56
08/02/2018,7.142857143,28,Medium,Penticton,BC,Use recreationally,A few times per week,2
08/02/2018,8.571428571,7,Medium,Chilliwack,BC,Use recreationally,Daily,1
08/02/2018,5,1,High,Chilliwack,BC,Use recreationally,Daily,112
08/02/2018,3.571428571,28,High,Abbotsford,BC,Use recreationally,Daily,42
08/02/2018,4.285714286,28,High,Mission,BC,Use recreationally,Daily,1
08/02/2018,5.357142857,28,High,Langley,BC,Medicate without a medical document,Daily,1
08/02/2018,5.701754386,228,High,Langley,BC,Use recreationally,Daily,1
08/02/2018,4.285714286,28,Medium,Surrey,BC,Use recreationally,,0
08/02/2018,5,28,High,Surrey,BC,Use recreationally,Daily,1
08/02/2018,4.464285714,28,High,Surrey,BC,Use recreationally,Daily,1
08/02/2018,6,1,Medium,Greater Vancouver A,BC,Medicate without a medical document,Daily,1
08/02/2018,5.714285714,28,High,Greater Vancouver A,BC,Use recreationally,Daily,1
08/02/2018,8.571428571,7,High,Greater Vancouver A,BC,Use recreationally,Daily,1
08/02/2018,5.357142857,28,High,Greater Vancouver A,BC,Use recreationally,A few times per week,2
08/02/2018,5.714285714,3.5,High,Vancouver,BC,Use recreationally,,0
08/02/2018,8,1,High,Vancouver,BC,Medicate with a medical document,Daily,1
08/02/2018,5.714285714,14,Medium,Vancouver,BC,Medicate without a medical document,Daily,1
08/02/2018,5.357142857,28,High,Vancouver,BC,Medicate without a medical document,Daily,60
08/02/2018,3.5,28,Medium,Vancouver,BC,Use recreationally,Daily,1
08/02/2018,10,1,High,Vancouver,BC,Use recreationally,Daily,1
08/02/2018,8,1,High,Vancouver,BC,Use recreationally,Daily,1
08/02/2018,5.714285714,28,High,Vancouver,BC,Use recreationally,Daily,1
08/02/2018,12,1,High,Vancouver,BC,Use recreationally,Daily,30
08/02/2018,5,1,High,Vancouver,BC,Use recreationally,Daily,1
08/02/2018,7.142857143,7,High,Vancouver,BC,Use recreationally,Daily,1
08/02/2018,5,14,High,Vancouver,BC,Medicate without a medical document,A few times per week,10
08/02/2018,7.142857143,14,High,Vancouver,BC,Medicate without a medical document,A few times per week,2
08/02/2018,7,2,High,Vancouver,BC,Use recreationally,A few times per week,2
08/02/2018,5,1,High,Vancouver,BC,Use recreationally,A few times per week,2
08/02/2018,12.85714286,3.5,High,Vancouver,BC,Use recreationally,A few times per week,2
08/02/2018,17.14285714,7,High,Vancouver,BC,Medicate without a medical document,A few times per month,3
08/02/2018,15,1,High,Vancouver,BC,Medicate with a medical document,A few times a year,0.05
08/02/2018,4.25,28,High,Burnaby,BC,Medicate with a medical document,Daily,56
08/02/2018,6.785714286,28,High,Burnaby,BC,Medicate without a medical document,Daily,0
08/02/2018,5,14,Medium,New Westminster,BC,Use recreationally,Daily,1
08/02/2018,2.142857143,28,High,Coquitlam,BC,Medicate without a medical document,Daily,1
08/02/2018,4.464285714,28,High,Coquitlam,BC,Use recreationally,Daily,1
08/02/2018,8.035714286,112,High,North Vancouver,BC,Use recreationally,Daily,42
08/02/2018,10,1,Medium,North Vancouver,BC,Use recreationally,A few times per week,2
08/02/2018,4.464285714,112,High,Maple Ridge,BC,Medicate without a medical document,Daily,1
08/02/2018,3.571428571,28,Medium,Victoria,BC,Use recreationally,,0
08/02/2018,4.642857143,28,High,Victoria,BC,Medicate with a medical document,Daily,1
08/02/2018,5.714285714,3.5,Medium,Victoria,BC,Medicate without a medical document,Daily,1
08/02/2018,7.142857143,7,High,Victoria,BC,Medicate without a medical document,Daily,1
08/02/2018,4.821428571,14,High,Victoria,BC,Medicate without a medical document,Daily,1
08/02/2018,7.141428571,14,High,Victoria,BC,Medicate without a medical document,Daily,1
08/02/2018,3.289473684,228,High,Victoria,BC,Medicate without a medical document,Daily,150
08/02/2018,4.464285714,112,High,Victoria,BC,Use recreationally,Daily,1
08/02/2018,5.714285714,3.5,High,Victoria,BC,Use recreationally,Daily,1
08/02/2018,3.571428571,28,High,Victoria,BC,Use recreationally,Daily,1
08/02/2018,6.428571429,28,High,Victoria,BC,Use recreationally,Daily,1
08/02/2018,7,1,High,Victoria,BC,Medicate with a medical document,A few times per week,2
08/02/2018,12,1,High,Victoria,BC,Medicate without a medical document,A few times per week,2
08/02/2018,6.428571429,28,High,Victoria,BC,Medicate without a medical document,A few times per week,2
08/02/2018,11.5,1,High,Victoria,BC,Use recreationally,A few times per week,2
08/02/2018,11,1,Medium,Victoria,BC,Use recreationally,A few times a year,5
08/02/2018,15,1,High,Nanaimo,BC,Medicate with a medical document,Daily,1
08/02/2018,5.714285714,28,High,Parksville,BC,Medicate without a medical document,Daily,1
08/02/2018,5,28,High,Qualicum Beach,BC,Use recreationally,Daily,1
08/02/2018,5.714285714,14,High,Comox,BC,Use recreationally,Daily,1
08/02/2018,5.714285714,28,Medium,Courtenay,BC,Medicate without a medical document,Daily,1
08/02/2018,3.571428571,28,High,Powell River,BC,Use recreationally,Daily,56
08/02/2018,3.571428571,28,Medium,Gibsons,BC,Use recreationally,Daily,1
08/02/2018,7.142857143,28,High,Merritt,BC,Medicate with a medical document,,0
08/02/2018,2.857142857,14,Medium,Kamloops,BC,Use recreationally,A few times per week,2
08/02/2018,2,1,High,Kelowna,BC,Medicate with a medical document,,0
08/02/2018,3.392857143,28,High,Kelowna,BC,Medicate with a medical document,Daily,1
08/02/2018,5.357142857,28,High,Kelowna,BC,Medicate with a medical document,Daily,1
08/02/2018,5.357142857,28,High,Kelowna,BC,Medicate without a medical document,Daily,1
08/02/2018,5.714285714,3.5,High,Kelowna,BC,Medicate without a medical document,Daily,1
08/02/2018,2.857142857,14,Medium,Kelowna,BC,Use recreationally,Daily,1
08/02/2018,5.357142857,28,High,Lumby,BC,Medicate with a medical document,Daily,1
08/02/2018,5,1,High,Vernon,BC,Medicate without a medical document,Daily,1
08/02/2018,3.571428571,28,,Enderby,BC,Medicate without a medical document,,0
08/02/2018,2.678571429,28,High,Salmon Arm,BC,Medicate without a medical document,Daily,60
08/02/2018,5.714285714,7,High,Prince George,BC,Medicate with a medical document,Daily,1
08/02/2018,8.571428571,7,High,Prince George,BC,Use recreationally,Daily,1
08/02/2018,5,1,High,Hay River,NT,Use recreationally,,0
08/02/2018,10,1,High,Hay River,NT,Use recreationally,A few times per week,2
08/02/2018,12.5,28,Medium,Yellowknife,NT,Medicate without a medical document,Daily,0
08/02/2018,11.42857143,3.5,High,Yellowknife,NT,Use recreationally,Daily,1
08/02/2018,9,1,High,Yellowknife,NT,Medicate with a medical document,A few times per month,3
09/02/2018,11.42857143,3.5,Medium,St. John's,NL,Medicate without a medical document,,0
09/02/2018,10,1,Medium,St. John's,NL,Medicate without a medical document,Daily,1
09/02/2018,7.142857143,14,High,St. John's,NL,Medicate without a medical document,Daily,1
09/02/2018,7.142857143,14,High,St. John's,NL,Medicate without a medical document,Daily,1
09/02/2018,6.0375,28,Medium,St. John's,NL,Use recreationally,Daily,56
09/02/2018,6.178571429,28,High,St. John's,NL,Use recreationally,Daily,1
09/02/2018,5.714285714,28,High,St. John's,NL,Use recreationally,Daily,1
09/02/2018,7.142857143,14,,St. John's,NL,Use recreationally,A few times per month,3
09/02/2018,5,28,High,Summerside,PE,Medicate without a medical document,Daily,112
09/02/2018,7,1,Medium,"Kings, Subd. A",NS,Medicate without a medical document,Daily,1
09/02/2018,10,1,Medium,Halifax,NS,Medicate without a medical document,,0
09/02/2018,9.285714286,14,High,Halifax,NS,Medicate without a medical document,,0
09/02/2018,5,1,Medium,Halifax,NS,Medicate with a medical document,Daily,1
09/02/2018,3.95,1,High,Halifax,NS,Medicate with a medical document,Daily,90
09/02/2018,7,10,High,Halifax,NS,Medicate without a medical document,Daily,1
09/02/2018,7.142857143,7,High,Halifax,NS,Use recreationally,Daily,1
09/02/2018,6.428571429,7,High,Halifax,NS,Use recreationally,Daily,1
09/02/2018,8,10,High,Halifax,NS,Use recreationally,Daily,1
09/02/2018,6,1,High,Halifax,NS,Use recreationally,Daily,50
09/02/2018,7.142857143,28,High,Halifax,NS,Use recreationally,A few times per week,2
09/02/2018,10,1,High,Halifax,NS,Use recreationally,A few times per week,2
09/02/2018,7.5,8,High,Halifax,NS,Use recreationally,A few times per month,3
09/02/2018,7.142857143,7,High,Halifax,NS,Use recreationally,A few times per month,3
09/02/2018,5,1,Low,Halifax,NS,Use recreationally,A few times a year,5
09/02/2018,2.901785714,224,Medium,Amherst,NS,Medicate without a medical document,Daily,65
09/02/2018,10,1,Medium,"Antigonish, Subd. A",NS,Use recreationally,A few times per week,2
09/02/2018,5.714285714,3.5,High,Moncton,NB,Medicate without a medical document,Daily,1
09/02/2018,7.142857143,28,High,Fredericton,NB,Medicate without a medical document,Daily,56
09/02/2018,6.45,28,High,Fredericton,NB,Use recreationally,Daily,0
09/02/2018,6,10,High,Fredericton,NB,Medicate without a medical document,A few times per month,3
09/02/2018,10,1,Medium,Tracadie,NB,Medicate without a medical document,Daily,1
09/02/2018,3.214285714,28,Medium,Amqui,QC,Use recreationally,Daily,1
09/02/2018,7.142857143,14,High,Québec,QC,Use recreationally,Daily,1
09/02/2018,7.5,1,Medium,Québec,QC,Use recreationally,A few times per month,3
09/02/2018,5.714285714,7,Medium,Trois-Rivières,QC,Medicate without a medical document,Daily,1
09/02/2018,5,28,High,Trois-Rivières,QC,Use recreationally,A few times a year,0
09/02/2018,5,1,,Stoke,QC,Use recreationally,A few times a year,5
09/02/2018,5,28,Medium,Joliette,QC,Medicate without a medical document,A few times per week,2
09/02/2018,8.571428571,3.5,Medium,Laval,QC,Medicate without a medical document,,0
09/02/2018,10,1,High,Laval,QC,Use recreationally,,0
09/02/2018,5.357142857,28,High,Laval,QC,Medicate with a medical document,Daily,1
09/02/2018,11,1,High,Montréal,QC,Medicate without a medical document,,0
09/02/2018,4.142857143,35,Medium,Montreal,QC,Medicate without a medical document,Daily,100
09/02/2018,3.571428571,28,Medium,Montreal,QC,Medicate without a medical document,Daily,56
09/02/2018,3.571428571,28,Medium,Montréal,QC,Medicate without a medical document,Daily,1
09/02/2018,3.928571429,28,High,Montreal,QC,Use recreationally,Daily,56
09/02/2018,5.714285714,7,High,Montréal,QC,Medicate without a medical document,A few times per week,2
09/02/2018,5.714285714,3.5,Medium,Montréal,QC,Use recreationally,A few times per week,2
09/02/2018,4.285714286,28,Medium,Montréal,QC,Use recreationally,A few times per month,3
09/02/2018,6.428571429,7,Low,Montréal,QC,Use recreationally,A few times a year,5
09/02/2018,10,1,Medium,Montréal,QC,Use recreationally,A few times a year,0.05
09/02/2018,4,1,Medium,Gatineau,QC,Use recreationally,Daily,1
09/02/2018,4.464285714,28,Medium,Val-D'or,QC,Use recreationally,Daily,1
09/02/2018,5.535714286,28,High,Cornwall,ON,Use recreationally,Daily,0
09/02/2018,5,1,High,Hawkesbury,ON,Medicate without a medical document,Daily,60
09/02/2018,7.142857143,7,High,Clarence-Rockland,ON,Use recreationally,A few times per week,2
09/02/2018,7.142857143,7,High,Ottawa,ON,Medicate without a medical document,,0
09/02/2018,10,1,High,Ottawa,ON,Use recreationally,,0
09/02/2018,6.428571429,7,High,Ottawa,ON,Use recreationally,,0
09/02/2018,8.214285714,28,High,Ottawa,ON,Use recreationally,,0
09/02/2018,5.714285714,7,High,Ottawa,ON,Use recreationally,,0
09/02/2018,7.142857143,28,High,Ottawa,ON,Medicate without a medical document,Daily,112
